hour_of_day,cash_type,money,Bean,coffee_name,Time_of_Day,Weekday,Month_name,Weekdaysort,Monthsort,Date,Time
21,card,32.82,Robusta,Hot Chocolate,Night,Thu,Jul,4,7,45491,21:19:41.814000
21,card,32.82,Liberica,Latte,Night,Thu,Jul,4,7,45491,21:21:59.855000
21,card,32.82,Excelsa,Latte,Night,Thu,Jul,4,7,45491,21:46:18.674000
11,card,46076,Liberica,Americano,Morning,Fri,Jul,5,7,45492,11:03:02.341000
11,card,27.92,Excelsa,Americano with Milk,Morning,Fri,Jul,5,7,45492,11:16:20.509000
12,card,32.82,Robusta,Latte,Afternoon,Fri,Jul,5,7,45492,12:58:37.561000
12,card,27.92,Arabica,Americano with Milk,Afternoon,Fri,Jul,5,7,45492,12:59:55.383000
14,card,32.82,Excelsa,Latte,Afternoon,Fri,Jul,5,7,45492,14:09:20.716000
14,card,32.82,Robusta,Cocoa,Afternoon,Fri,Jul,5,7,45492,14:11:22.105000
16,card,32.82,Arabica,Latte,Afternoon,Fri,Jul,5,7,45492,16:36:19.272000
16,card,32.82,Excelsa,Latte,Afternoon,Fri,Jul,5,7,45492,16:37:35.808000
8,card,46076,Robusta,Americano,Morning,Sat,Jul,6,7,45493,08:05:44.469000
8,card,32.82,Liberica,Latte,Morning,Sat,Jul,6,7,45493,08:06:48.685000
8,card,46076,Robusta,Americano,Morning,Sat,Jul,6,7,45493,08:07:51.433000
9,card,32.82,Robusta,Latte,Morning,Sat,Jul,6,7,45493,09:00:53.605000
9,card,32.82,Liberica,Latte,Morning,Sat,Jul,6,7,45493,09:02:27.848000
10,card,46076,Liberica,Americano,Morning,Sat,Jul,6,7,45493,10:39:21.044000
15,card,32.82,Excelsa,Latte,Afternoon,Sat,Jul,6,7,45493,15:15:09.221000
10,card,32.82,Robusta,Cocoa,Morning,Sun,Jul,7,7,45494,10:30:55.818000
11,card,32.82,Robusta,Cappuccino,Morning,Sun,Jul,7,7,45494,11:39:28.776000
13,card,46076,Robusta,Cortado,Afternoon,Sun,Jul,7,7,45494,13:34:30.849000
13,card,32.82,Excelsa,Latte,Afternoon,Sun,Jul,7,7,45494,13:42:31.444000
8,card,46076,Robusta,Americano,Morning,Mon,Jul,1,7,45495,08:13:23.147000
8,card,46076,Arabica,Americano,Morning,Mon,Jul,1,7,45495,08:40:49.554000
10,card,27.92,Excelsa,Americano with Milk,Morning,Mon,Jul,1,7,45495,10:15:37.266000
16,card,32.82,Arabica,Latte,Afternoon,Mon,Jul,1,7,45495,16:44:37.593000
8,card,32.82,Robusta,Latte,Morning,Tue,Jul,2,7,45496,08:12:56.229000
8,card,46076,Excelsa,Americano,Morning,Tue,Jul,2,7,45496,08:40:18.981000
8,card,27.92,Excelsa,Americano with Milk,Morning,Tue,Jul,2,7,45496,08:44:53.816000
8,card,32.82,Excelsa,Cocoa,Morning,Tue,Jul,2,7,45496,08:49:25.107000
8,card,32.82,Robusta,Latte,Morning,Tue,Jul,2,7,45496,08:51:10.365000
9,card,46076,Arabica,Americano,Morning,Tue,Jul,2,7,45496,09:01:45.707000
10,card,27.92,Liberica,Americano with Milk,Morning,Tue,Jul,2,7,45496,10:03:36.492000
15,card,27.92,Excelsa,Americano with Milk,Afternoon,Tue,Jul,2,7,45496,15:20:04.971000
15,card,32.82,Excelsa,Latte,Afternoon,Tue,Jul,2,7,45496,15:21:01.280000
21,card,32.82,Arabica,Latte,Night,Tue,Jul,2,7,45496,21:01:40.612000
21,card,46076,Arabica,Americano,Night,Tue,Jul,2,7,45496,21:23:13.501000
21,card,46076,Robusta,Americano,Night,Tue,Jul,2,7,45496,21:24:22.609000
9,card,27.92,Excelsa,Americano with Milk,Morning,Wed,Jul,3,7,45497,09:16:09.814000
9,card,27.92,Robusta,Americano with Milk,Morning,Wed,Jul,3,7,45497,09:38:55.007000
9,card,46374,Excelsa,Espresso,Morning,Wed,Jul,3,7,45497,09:54:37.456000
11,card,32.82,Liberica,Cappuccino,Morning,Wed,Jul,3,7,45497,11:43:53.121000
13,card,32.82,Excelsa,Latte,Afternoon,Wed,Jul,3,7,45497,13:55:13.821000
14,card,46374,Excelsa,Espresso,Afternoon,Wed,Jul,3,7,45497,14:45:49.766000
15,card,32.82,Excelsa,Latte,Afternoon,Wed,Jul,3,7,45497,15:18:30.522000
19,card,32.82,Excelsa,Cappuccino,Night,Wed,Jul,3,7,45497,19:15:05.678000
19,card,32.82,Liberica,Cappuccino,Night,Wed,Jul,3,7,45497,19:16:59.779000
21,card,27.92,Arabica,Americano with Milk,Night,Wed,Jul,3,7,45497,21:17:36.797000
21,card,46076,Arabica,Americano,Night,Wed,Jul,3,7,45497,21:18:41.294000
21,card,46076,Robusta,Americano,Night,Wed,Jul,3,7,45497,21:25:17.493000
7,card,46076,Robusta,Americano,Morning,Thu,Jul,4,7,45498,07:54:47.935000
8,card,32.82,Robusta,Latte,Morning,Thu,Jul,4,7,45498,08:49:18.428000
10,card,27.92,Arabica,Americano with Milk,Morning,Thu,Jul,4,7,45498,10:29:44.629000
11,card,46076,Excelsa,Americano,Morning,Thu,Jul,4,7,45498,11:26:04.701000
15,card,32.82,Arabica,Cappuccino,Afternoon,Thu,Jul,4,7,45498,15:25:06.512000
19,card,32.82,Robusta,Cappuccino,Night,Thu,Jul,4,7,45498,19:21:00.764000
21,card,46076,Arabica,Cortado,Night,Thu,Jul,4,7,45498,21:06:01.272000
21,card,46374,Robusta,Espresso,Night,Thu,Jul,4,7,45498,21:06:50.002000
22,card,46076,Arabica,Cortado,Night,Thu,Jul,4,7,45498,22:38:51.330000
22,card,32.82,Arabica,Cocoa,Night,Thu,Jul,4,7,45498,22:39:46.790000
8,card,32.82,Arabica,Latte,Morning,Fri,Jul,5,7,45499,08:33:01.273000
9,card,27.92,Arabica,Americano with Milk,Morning,Fri,Jul,5,7,45499,09:19:37.376000
9,card,46374,Excelsa,Espresso,Morning,Fri,Jul,5,7,45499,09:20:34.344000
9,card,46076,Arabica,Cortado,Morning,Fri,Jul,5,7,45499,09:33:11.511000
9,card,46076,Liberica,Cortado,Morning,Fri,Jul,5,7,45499,09:34:16.633000
9,card,32.82,Excelsa,Latte,Morning,Fri,Jul,5,7,45499,09:59:07.867000
10,card,32.82,Arabica,Latte,Morning,Fri,Jul,5,7,45499,10:00:02.719000
11,card,27.92,Excelsa,Americano with Milk,Morning,Fri,Jul,5,7,45499,11:47:13.855000
12,card,27.92,Robusta,Americano with Milk,Afternoon,Fri,Jul,5,7,45499,12:07:01.670000
12,card,32.82,Liberica,Cappuccino,Afternoon,Fri,Jul,5,7,45499,12:28:08.044000
12,card,32.82,Liberica,Cappuccino,Afternoon,Fri,Jul,5,7,45499,12:29:17.708000
13,card,32.82,Excelsa,Latte,Afternoon,Fri,Jul,5,7,45499,13:09:56.138000
17,card,46076,Arabica,Americano,Night,Fri,Jul,5,7,45499,17:23:29.347000
17,card,32.82,Arabica,Cappuccino,Night,Fri,Jul,5,7,45499,17:58:29.217000
21,card,32.82,Liberica,Latte,Night,Fri,Jul,5,7,45499,21:15:09.612000
22,card,27.92,Excelsa,Americano with Milk,Night,Fri,Jul,5,7,45499,22:49:52.318000
9,card,32.82,Arabica,Cappuccino,Morning,Sat,Jul,6,7,45500,09:09:16.457000
11,card,27.92,Arabica,Americano with Milk,Morning,Sat,Jul,6,7,45500,11:55:31.381000
12,card,27.92,Excelsa,Americano with Milk,Afternoon,Sat,Jul,6,7,45500,12:25:10.115000
12,card,46374,Excelsa,Espresso,Afternoon,Sat,Jul,6,7,45500,12:26:13.159000
12,card,27.92,Excelsa,Americano with Milk,Afternoon,Sat,Jul,6,7,45500,12:33:23.070000
14,card,46374,Robusta,Espresso,Afternoon,Sat,Jul,6,7,45500,14:28:41.904000
14,card,32.82,Excelsa,Latte,Afternoon,Sat,Jul,6,7,45500,14:51:53.196000
17,card,32.82,Excelsa,Cappuccino,Night,Sat,Jul,6,7,45500,17:02:33.358000
17,card,32.82,Excelsa,Cappuccino,Night,Sat,Jul,6,7,45500,17:03:39.112000
17,card,27.92,Liberica,Americano with Milk,Night,Sat,Jul,6,7,45500,17:09:00.424000
17,card,27.92,Excelsa,Americano with Milk,Night,Sat,Jul,6,7,45500,17:10:08.074000
20,card,32.82,Liberica,Latte,Night,Sat,Jul,6,7,45500,20:55:20.175000
22,card,32.82,Arabica,Cappuccino,Night,Sat,Jul,6,7,45500,22:56:23.915000
11,card,46374,Arabica,Espresso,Morning,Sun,Jul,7,7,45501,11:07:25.920000
14,card,27.92,Excelsa,Americano with Milk,Afternoon,Sun,Jul,7,7,45501,14:17:54.205000
14,card,32.82,Arabica,Latte,Afternoon,Sun,Jul,7,7,45501,14:18:52.196000
8,card,32.82,Robusta,Latte,Morning,Mon,Jul,1,7,45502,08:12:06.406000
9,card,46076,Liberica,Americano,Morning,Mon,Jul,1,7,45502,09:04:47.972000
9,card,27.92,Excelsa,Americano with Milk,Morning,Mon,Jul,1,7,45502,09:15:46.155000
9,card,46076,Robusta,Americano,Morning,Mon,Jul,1,7,45502,09:19:44.082000
9,card,27.92,Excelsa,Americano with Milk,Morning,Mon,Jul,1,7,45502,09:51:24.747000
9,card,32.82,Liberica,Cappuccino,Morning,Mon,Jul,1,7,45502,09:58:29.639000
10,card,32.82,Excelsa,Hot Chocolate,Morning,Mon,Jul,1,7,45502,10:43:43.961000
10,card,32.82,Excelsa,Hot Chocolate,Morning,Mon,Jul,1,7,45502,10:44:55.846000
19,card,32.82,Robusta,Cappuccino,Night,Mon,Jul,1,7,45502,19:06:31.131000
19,card,46076,Liberica,Americano,Night,Mon,Jul,1,7,45502,19:30:16.319000
21,card,32.82,Arabica,Cocoa,Night,Mon,Jul,1,7,45502,21:57:34.419000
7,card,27.92,Arabica,Americano with Milk,Morning,Tue,Jul,2,7,45503,07:41:10.945000
8,card,46076,Robusta,Cortado,Morning,Tue,Jul,2,7,45503,08:05:07.216000
8,card,32.82,Robusta,Cappuccino,Morning,Tue,Jul,2,7,45503,08:20:51.115000
9,card,27.92,Excelsa,Americano with Milk,Morning,Tue,Jul,2,7,45503,09:13:43.217000
10,card,46076,Arabica,Cortado,Morning,Tue,Jul,2,7,45503,10:17:11.147000
10,card,27.92,Arabica,Americano with Milk,Morning,Tue,Jul,2,7,45503,10:19:34.213000
10,card,32.82,Robusta,Latte,Morning,Tue,Jul,2,7,45503,10:23:20.120000
11,card,46076,Arabica,Americano,Morning,Tue,Jul,2,7,45503,11:12:07.359000
11,card,46374,Liberica,Espresso,Morning,Tue,Jul,2,7,45503,11:13:16.218000
11,card,27.92,Liberica,Americano with Milk,Morning,Tue,Jul,2,7,45503,11:14:41.678000
11,card,27.92,Excelsa,Americano with Milk,Morning,Tue,Jul,2,7,45503,11:16:01.630000
11,card,27.92,Liberica,Americano with Milk,Morning,Tue,Jul,2,7,45503,11:30:34.737000
11,card,27.92,Liberica,Americano with Milk,Morning,Tue,Jul,2,7,45503,11:31:40.809000
12,card,32.82,Arabica,Latte,Afternoon,Tue,Jul,2,7,45503,12:08:07.508000
15,card,27.92,Arabica,Americano with Milk,Afternoon,Tue,Jul,2,7,45503,15:16:09.628000
16,card,46076,Robusta,Cortado,Afternoon,Tue,Jul,2,7,45503,16:08:52.876000
16,card,27.92,Arabica,Americano with Milk,Afternoon,Tue,Jul,2,7,45503,16:09:43.627000
20,card,46374,Robusta,Espresso,Night,Tue,Jul,2,7,45503,20:24:19.874000
20,card,27.92,Robusta,Americano with Milk,Night,Tue,Jul,2,7,45503,20:53:51.866000
20,card,27.92,Arabica,Americano with Milk,Night,Tue,Jul,2,7,45503,20:54:46.316000
20,card,27.92,Liberica,Americano with Milk,Night,Tue,Jul,2,7,45503,20:57:02.324000
21,card,32.82,Excelsa,Latte,Night,Tue,Jul,2,7,45503,21:33:19.198000
22,card,46076,Arabica,Americano,Night,Tue,Jul,2,7,45503,22:15:21.484000
22,card,32.82,Liberica,Cappuccino,Night,Tue,Jul,2,7,45503,22:16:19.260000
7,card,27.92,Arabica,Americano with Milk,Morning,Wed,Jul,3,7,45504,07:59:52.098000
8,card,27.92,Arabica,Americano with Milk,Morning,Wed,Jul,3,7,45504,08:37:41.943000
8,card,27.92,Robusta,Americano with Milk,Morning,Wed,Jul,3,7,45504,08:38:38.236000
9,card,46076,Robusta,Americano,Morning,Wed,Jul,3,7,45504,09:54:45.315000
9,card,46076,Excelsa,Americano,Morning,Wed,Jul,3,7,45504,09:55:45.142000
9,card,27.92,Liberica,Americano with Milk,Morning,Wed,Jul,3,7,45504,09:58:15.863000
13,card,32.82,Robusta,Cocoa,Afternoon,Wed,Jul,3,7,45504,13:11:42.609000
13,card,32.82,Excelsa,Latte,Afternoon,Wed,Jul,3,7,45504,13:14:00.286000
13,card,27.92,Liberica,Americano with Milk,Afternoon,Wed,Jul,3,7,45504,13:24:49.437000
17,card,46076,Arabica,Cortado,Night,Wed,Jul,3,7,45504,17:48:06.787000
18,card,32.82,Excelsa,Latte,Night,Wed,Jul,3,7,45504,18:04:14.972000
19,card,46076,Robusta,Cortado,Night,Wed,Jul,3,7,45504,19:22:38.883000
19,card,32.82,Arabica,Latte,Night,Wed,Jul,3,7,45504,19:28:45.141000
20,card,32.82,Excelsa,Cocoa,Night,Wed,Jul,3,7,45504,20:46:42.418000
20,card,46076,Liberica,Cortado,Night,Wed,Jul,3,7,45504,20:50:07.411000
20,card,32.82,Excelsa,Latte,Night,Wed,Jul,3,7,45504,20:51:10.383000
20,card,32.82,Arabica,Cappuccino,Night,Wed,Jul,3,7,45504,20:52:14.802000
20,card,46076,Excelsa,Cortado,Night,Wed,Jul,3,7,45504,20:53:35.077000
20,card,27.92,Excelsa,Americano with Milk,Night,Wed,Jul,3,7,45504,20:59:25.013000
21,card,32.82,Robusta,Latte,Night,Wed,Jul,3,7,45504,0.893356481
21,card,32.82,Excelsa,Latte,Night,Wed,Jul,3,7,45504,21:54:11.824000
21,card,32.82,Arabica,Latte,Night,Wed,Jul,3,7,45504,21:55:16.570000
7,card,27.92,Excelsa,Americano with Milk,Morning,Thu,Aug,4,8,45505,07:31:00.085000
9,card,27.92,Arabica,Americano with Milk,Morning,Thu,Aug,4,8,45505,09:25:20.060000
11,card,27.92,Liberica,Americano with Milk,Morning,Thu,Aug,4,8,45505,11:04:14.067000
11,card,27.92,Robusta,Americano with Milk,Morning,Thu,Aug,4,8,45505,11:22:46.369000
13,card,46076,Excelsa,Cortado,Afternoon,Thu,Aug,4,8,45505,13:22:46.601000
13,card,32.82,Excelsa,Cappuccino,Afternoon,Thu,Aug,4,8,45505,13:23:37.314000
13,card,32.82,Robusta,Cappuccino,Afternoon,Thu,Aug,4,8,45505,13:49:07.265000
15,card,27.92,Excelsa,Americano with Milk,Afternoon,Thu,Aug,4,8,45505,15:43:43.820000
16,card,27.92,Liberica,Americano with Milk,Afternoon,Thu,Aug,4,8,45505,16:24:00.663000
16,card,46076,Excelsa,Americano,Afternoon,Thu,Aug,4,8,45505,16:26:07.331000
17,card,46076,Robusta,Americano,Night,Thu,Aug,4,8,45505,17:23:35.238000
20,card,32.82,Robusta,Cappuccino,Night,Thu,Aug,4,8,45505,20:41:28.118000
9,card,27.92,Liberica,Americano with Milk,Morning,Fri,Aug,5,8,45506,09:01:54.165000
9,card,27.92,Robusta,Americano with Milk,Morning,Fri,Aug,5,8,45506,09:35:02.899000
11,card,46076,Robusta,Cortado,Morning,Fri,Aug,5,8,45506,11:09:19.465000
18,card,27.92,Excelsa,Americano with Milk,Night,Fri,Aug,5,8,45506,18:08:35.282000
21,card,32.82,Robusta,Latte,Night,Fri,Aug,5,8,45506,21:23:04.359000
8,card,27.92,Liberica,Americano with Milk,Morning,Sat,Aug,6,8,45507,08:53:46.651000
9,card,27.92,Excelsa,Americano with Milk,Morning,Sat,Aug,6,8,45507,09:37:19.213000
9,card,27.92,Liberica,Americano with Milk,Morning,Sat,Aug,6,8,45507,09:38:41.010000
10,card,27.92,Arabica,Americano with Milk,Morning,Sat,Aug,6,8,45507,10:12:25.650000
11,card,46076,Liberica,Cortado,Morning,Sat,Aug,6,8,45507,11:20:26.571000
11,card,46076,Liberica,Cortado,Morning,Sat,Aug,6,8,45507,0.473171296
11,card,46374,Robusta,Espresso,Morning,Sat,Aug,6,8,45507,11:56:36.628000
11,card,27.92,Arabica,Americano with Milk,Morning,Sat,Aug,6,8,45507,11:57:31.273000
12,card,27.92,Robusta,Americano with Milk,Afternoon,Sat,Aug,6,8,45507,12:03:35.777000
16,card,27.92,Liberica,Americano with Milk,Afternoon,Sat,Aug,6,8,45507,16:53:59.927000
18,card,32.82,Robusta,Cappuccino,Night,Sat,Aug,6,8,45507,18:38:42.026000
21,card,32.82,Robusta,Latte,Night,Sat,Aug,6,8,45507,21:30:48.958000
21,card,32.82,Liberica,Latte,Night,Sat,Aug,6,8,45507,21:33:06.265000
8,card,32.82,Robusta,Cappuccino,Morning,Sun,Aug,7,8,45508,08:18:37.314000
10,card,27.92,Robusta,Americano with Milk,Morning,Sun,Aug,7,8,45508,10:37:51.103000
11,card,32.82,Liberica,Cappuccino,Morning,Sun,Aug,7,8,45508,11:50:54.603000
11,card,27.92,Excelsa,Americano with Milk,Morning,Sun,Aug,7,8,45508,11:52:33.017000
15,card,32.82,Arabica,Cappuccino,Afternoon,Sun,Aug,7,8,45508,15:33:52.137000
15,card,32.82,Excelsa,Cappuccino,Afternoon,Sun,Aug,7,8,45508,15:35:05.906000
8,card,46076,Excelsa,Cortado,Morning,Mon,Aug,1,8,45509,08:50:05.753000
9,card,27.92,Arabica,Americano with Milk,Morning,Mon,Aug,1,8,45509,09:19:19.176000
11,card,46076,Excelsa,Cortado,Morning,Mon,Aug,1,8,45509,11:20:47.444000
13,card,32.82,Excelsa,Cappuccino,Afternoon,Mon,Aug,1,8,45509,13:45:22.454000
16,card,32.82,Arabica,Latte,Afternoon,Mon,Aug,1,8,45509,16:05:57.738000
16,card,32.82,Liberica,Latte,Afternoon,Mon,Aug,1,8,45509,16:07:18.837000
17,card,32.82,Liberica,Latte,Night,Mon,Aug,1,8,45509,17:44:24.506000
17,card,27.92,Liberica,Americano with Milk,Night,Mon,Aug,1,8,45509,17:45:32.117000
19,card,32.82,Arabica,Latte,Night,Mon,Aug,1,8,45509,19:20:02.677000
19,card,32.82,Liberica,Latte,Night,Mon,Aug,1,8,45509,19:34:51.484000
20,card,32.82,Arabica,Cocoa,Night,Mon,Aug,1,8,45509,20:49:30.945000
20,card,32.82,Arabica,Cocoa,Night,Mon,Aug,1,8,45509,20:50:21.919000
22,card,27.92,Arabica,Americano with Milk,Night,Mon,Aug,1,8,45509,22:43:48.193000
10,card,46076,Robusta,Cortado,Morning,Tue,Aug,2,8,45510,10:21:03.320000
10,card,32.82,Excelsa,Hot Chocolate,Morning,Tue,Aug,2,8,45510,10:32:32.335000
17,card,32.82,Liberica,Cappuccino,Night,Tue,Aug,2,8,45510,17:40:49.201000
17,card,32.82,Excelsa,Latte,Night,Tue,Aug,2,8,45510,17:42:52.700000
17,card,32.82,Liberica,Cocoa,Night,Tue,Aug,2,8,45510,17:44:05.067000
19,card,32.82,Excelsa,Latte,Night,Tue,Aug,2,8,45510,19:04:04.544000
19,card,27.92,Excelsa,Americano with Milk,Night,Tue,Aug,2,8,45510,19:05:23.110000
20,card,32.82,Robusta,Latte,Night,Tue,Aug,2,8,45510,20:04:27.133000
8,card,27.92,Excelsa,Americano with Milk,Morning,Wed,Aug,3,8,45511,08:55:48.455000
12,card,46076,Liberica,Americano,Afternoon,Wed,Aug,3,8,45511,12:12:26.800000
12,card,46076,Arabica,Americano,Afternoon,Wed,Aug,3,8,45511,12:13:40.664000
13,card,46374,Arabica,Espresso,Afternoon,Wed,Aug,3,8,45511,13:11:16.155000
16,card,46076,Excelsa,Americano,Afternoon,Wed,Aug,3,8,45511,16:19:01.657000
19,card,32.82,Liberica,Latte,Night,Wed,Aug,3,8,45511,19:36:22.739000
20,card,32.82,Excelsa,Cocoa,Night,Wed,Aug,3,8,45511,20:40:09.281000
21,card,32.82,Liberica,Cappuccino,Night,Wed,Aug,3,8,45511,21:18:11.990000
22,card,32.82,Robusta,Latte,Night,Wed,Aug,3,8,45511,22:28:56.686000
22,card,32.82,Arabica,Latte,Night,Wed,Aug,3,8,45511,22:32:15.971000
8,card,46374,Liberica,Espresso,Morning,Thu,Aug,4,8,45512,08:46:36.204000
8,card,46076,Arabica,Cortado,Morning,Thu,Aug,4,8,45512,08:47:28.686000
12,card,27.92,Robusta,Americano with Milk,Afternoon,Thu,Aug,4,8,45512,12:27:05.373000
12,card,46076,Liberica,Cortado,Afternoon,Thu,Aug,4,8,45512,12:43:19.558000
12,card,46076,Arabica,Cortado,Afternoon,Thu,Aug,4,8,45512,12:44:14.953000
16,card,32.82,Liberica,Cappuccino,Afternoon,Thu,Aug,4,8,45512,16:57:53.266000
17,card,32.82,Excelsa,Cappuccino,Night,Thu,Aug,4,8,45512,17:17:51.749000
21,card,27.92,Excelsa,Americano with Milk,Night,Thu,Aug,4,8,45512,21:25:59.265000
7,card,32.82,Excelsa,Latte,Morning,Fri,Aug,5,8,45513,07:35:22.340000
9,card,46076,Robusta,Americano,Morning,Fri,Aug,5,8,45513,09:53:34.553000
10,card,46076,Robusta,Cortado,Morning,Fri,Aug,5,8,45513,10:13:07.537000
10,card,27.92,Liberica,Americano with Milk,Morning,Fri,Aug,5,8,45513,10:26:47.174000
11,card,32.82,Liberica,Latte,Morning,Fri,Aug,5,8,45513,11:28:08.722000
11,card,46076,Excelsa,Americano,Morning,Fri,Aug,5,8,45513,11:29:48.682000
18,card,46076,Liberica,Americano,Night,Fri,Aug,5,8,45513,18:56:27.712000
19,card,32.82,Robusta,Hot Chocolate,Night,Fri,Aug,5,8,45513,19:03:06.611000
8,card,32.82,Liberica,Cappuccino,Morning,Sat,Aug,6,8,45514,08:36:44.628000
8,card,27.92,Robusta,Americano with Milk,Morning,Sat,Aug,6,8,45514,08:37:57.069000
8,card,46076,Liberica,Cortado,Morning,Sat,Aug,6,8,45514,08:45:09.019000
11,card,46076,Liberica,Cortado,Morning,Sat,Aug,6,8,45514,11:52:33.836000
11,card,46076,Arabica,Americano,Morning,Sat,Aug,6,8,45514,11:54:23.534000
12,card,32.82,Liberica,Latte,Afternoon,Sat,Aug,6,8,45514,12:15:10.927000
12,card,27.92,Robusta,Americano with Milk,Afternoon,Sat,Aug,6,8,45514,12:33:12.454000
16,card,32.82,Liberica,Latte,Afternoon,Sat,Aug,6,8,45514,16:06:12.085000
21,card,32.82,Robusta,Cocoa,Night,Sat,Aug,6,8,45514,21:16:48.562000
21,card,32.82,Arabica,Cocoa,Night,Sat,Aug,6,8,45514,21:17:41.087000
21,card,32.82,Arabica,Cocoa,Night,Sat,Aug,6,8,45514,21:37:41.517000
9,card,32.82,Excelsa,Latte,Morning,Sun,Aug,7,8,45515,09:52:36.590000
9,card,32.82,Excelsa,Latte,Morning,Sun,Aug,7,8,45515,09:53:43.564000
10,card,27.92,Excelsa,Americano with Milk,Morning,Sun,Aug,7,8,45515,10:17:23.636000
11,card,32.82,Robusta,Cappuccino,Morning,Sun,Aug,7,8,45515,11:56:41.144000
11,card,27.92,Liberica,Americano with Milk,Morning,Sun,Aug,7,8,45515,11:57:41.269000
12,card,46076,Arabica,Cortado,Afternoon,Sun,Aug,7,8,45515,12:20:19.570000
15,card,32.82,Arabica,Latte,Afternoon,Sun,Aug,7,8,45515,15:53:51.552000
15,card,27.92,Liberica,Americano with Milk,Afternoon,Sun,Aug,7,8,45515,15:55:14.853000
15,card,32.82,Liberica,Cocoa,Afternoon,Sun,Aug,7,8,45515,15:56:27.697000
16,card,32.82,Arabica,Cappuccino,Afternoon,Sun,Aug,7,8,45515,16:27:35.126000
16,card,46374,Excelsa,Espresso,Afternoon,Sun,Aug,7,8,45515,16:28:38.296000
21,card,46076,Arabica,Cortado,Night,Sun,Aug,7,8,45515,21:30:32.549000
21,card,32.82,Liberica,Latte,Night,Sun,Aug,7,8,45515,21:41:09.070000
21,card,32.82,Robusta,Latte,Night,Sun,Aug,7,8,45515,21:43:10.108000
22,card,32.82,Liberica,Cappuccino,Night,Sun,Aug,7,8,45515,22:39:29.913000
8,card,32.82,Liberica,Hot Chocolate,Morning,Mon,Aug,1,8,45516,08:26:19.458000
11,card,27.92,Excelsa,Americano with Milk,Morning,Mon,Aug,1,8,45516,11:15:04.771000
11,card,46076,Excelsa,Americano,Morning,Mon,Aug,1,8,45516,11:19:29.513000
11,card,32.82,Excelsa,Latte,Morning,Mon,Aug,1,8,45516,11:20:23.640000
11,card,32.82,Excelsa,Latte,Morning,Mon,Aug,1,8,45516,11:44:28.384000
14,card,46374,Arabica,Espresso,Afternoon,Mon,Aug,1,8,45516,14:04:03.399000
14,card,27.92,Excelsa,Americano with Milk,Afternoon,Mon,Aug,1,8,45516,14:05:06.931000
15,card,27.92,Excelsa,Americano with Milk,Afternoon,Mon,Aug,1,8,45516,15:33:33.110000
18,card,27.92,Arabica,Americano with Milk,Night,Mon,Aug,1,8,45516,18:05:04.830000
21,card,27.92,Excelsa,Americano with Milk,Night,Mon,Aug,1,8,45516,21:25:49.351000
21,card,32.82,Excelsa,Latte,Night,Mon,Aug,1,8,45516,21:37:38.041000
22,card,32.82,Arabica,Cappuccino,Night,Mon,Aug,1,8,45516,22:58:20.072000
22,card,32.82,Liberica,Cappuccino,Night,Mon,Aug,1,8,45516,22:59:18.544000
8,card,27.92,Excelsa,Americano with Milk,Morning,Tue,Aug,2,8,45517,08:44:30.187000
9,card,27.92,Arabica,Americano with Milk,Morning,Tue,Aug,2,8,45517,09:14:21.598000
9,card,27.92,Excelsa,Americano with Milk,Morning,Tue,Aug,2,8,45517,09:45:56.370000
10,card,46076,Liberica,Cortado,Morning,Tue,Aug,2,8,45517,10:42:08.773000
11,card,32.82,Excelsa,Latte,Morning,Tue,Aug,2,8,45517,11:59:47.612000
13,card,27.92,Excelsa,Americano with Milk,Afternoon,Tue,Aug,2,8,45517,13:01:41.487000
14,card,32.82,Liberica,Latte,Afternoon,Tue,Aug,2,8,45517,14:45:39.689000
15,card,32.82,Excelsa,Cappuccino,Afternoon,Tue,Aug,2,8,45517,15:47:56.703000
15,card,27.92,Excelsa,Americano with Milk,Afternoon,Tue,Aug,2,8,45517,15:55:29.579000
20,card,32.82,Robusta,Latte,Night,Tue,Aug,2,8,45517,20:29:34.531000
20,card,32.82,Excelsa,Cocoa,Night,Tue,Aug,2,8,45517,20:30:37.150000
20,card,32.82,Liberica,Cappuccino,Night,Tue,Aug,2,8,45517,20:44:22.991000
21,card,46076,Robusta,Cortado,Night,Tue,Aug,2,8,45517,21:00:44.688000
7,card,32.82,Excelsa,Latte,Morning,Wed,Aug,3,8,45518,07:35:48.103000
7,card,32.82,Arabica,Cappuccino,Morning,Wed,Aug,3,8,45518,07:36:55.599000
10,card,46076,Arabica,Cortado,Morning,Wed,Aug,3,8,45518,10:09:29.125000
11,card,46374,Arabica,Espresso,Morning,Wed,Aug,3,8,45518,11:39:07.882000
12,card,46076,Robusta,Americano,Afternoon,Wed,Aug,3,8,45518,12:49:16.951000
12,card,46076,Robusta,Americano,Afternoon,Wed,Aug,3,8,45518,12:51:04.870000
15,card,32.82,Arabica,Latte,Afternoon,Wed,Aug,3,8,45518,15:21:27.260000
17,card,46076,Arabica,Americano,Night,Wed,Aug,3,8,45518,17:24:22.788000
18,card,46076,Robusta,Cortado,Night,Wed,Aug,3,8,45518,18:10:03.723000
18,card,27.92,Robusta,Americano with Milk,Night,Wed,Aug,3,8,45518,18:59:18.279000
19,card,32.82,Arabica,Latte,Night,Wed,Aug,3,8,45518,19:34:51.731000
19,card,46076,Excelsa,Cortado,Night,Wed,Aug,3,8,45518,19:35:48.545000
